"g_id","uid","вид.туризма","регион","название.объекта","источник.данных","POINT_X","POINT_Y","классификация.по.упоминаемости.в.соц.сетях","классификация.по.кол.ву.комментариев.в.соц.сетях","классификация.по.кол.ву.фотографий.рядом.с.точками.притяжения","классификация.по.исходным.данным","общая.классификация","индекс","финальный.уровень.обьекта","финальная.значимость","регион.входа","точка.входа","расстояние.до.ближайшей.точки.входа","попадание.в.зону.2х.часовой.доступности.авто","попадание.в.зону.2х.часовой.доступности.жд","обеспеченность.ТП.мобильной.связью","обеспеченность.ТП.мобильным.интернетом"
"3990","3053","Культурный","Омская область","Дома купца Липатникова","Основная","73.376072","54.988598","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","510","1","0","1","1"
"4017","3080","Культурный","Омская область","Здание городской санитарно-эпидемиологической станции с флигелем во дворе","Основная","73.377249","54.99478","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","837","1","0","1","1"
"4030","3093","Культурный","Омская область","Бывшее здание управления контроля Омской железной дороги","Основная","73.392736","54.983603","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1695","1","0","1","1"
"4139","3202","Культурный","Омская область","Здание РОВД Куйбышевского района","Основная","73.384561","54.986304","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1100","1","0","1","1"
"4165","3228","Культурный","Омская область","Монумент воину-освободителю, посвященный землякам, погибшим в годы Великой Отечественной войны 1941-1945 гг.","Основная","74.63834229","56.09208892","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","146632","0","0","1","1"
"4179","3242","Культурный","Омская область","Дом жилой Проскуряковой","Основная","73.389484","54.97855","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1816","1","0","1","1"
"4238","3301","Культурный","Омская область","Дом, где размещалась в 1919-1920 гг. редакция газеты ""Советская Сибирь"". Здесь работал Е. Ярославский, писатели В. Иванов, Л. Сейфулина и др.","Основная","73.379252","54.987611","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","732","1","0","1","1"
"4296","3359","Культурный","Омская область","Здание бывшей судебной палаты","Основная","73.391712","54.982006","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1712","1","0","1","1"
"4300","3363","Культурный","Омская область","Здание бывшего первоначального городского училища","Основная","73.366002","55.000688","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1271","1","0","1","1"
"4386","3449","Культурный","Омская область","Магазин А.Т. Евдокимова","Основная","73.372012","54.996175","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","799","1","0","1","1"
"4407","3470","Культурный","Омская область","Дом жилой Михайлова","Основная","73.379926","54.971755","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","2097","1","0","1","1"
"4435","3498","Культурный","Омская область","Памятник землякам, погибшим в годы Великой Отечественной войны 1941-1945 гг.","Основная","73.029466","54.703894","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","38513","1","0","1","1"
"4441","3504","Культурный","Омская область","Особняк","Основная","73.387086","54.986","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1264","1","0","1","1"
"4516","3579","Культурный","Омская область","Здание бывшего общественного собрания","Основная","73.378022","54.978777","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1333","1","0","1","1"
"4565","3628","Культурный","Омская область","Жилой дом","Основная","73.390939","54.978281","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1906","1","0","1","1"
"4578","3641","Культурный","Омская область","Жилой дом","Основная","73.391775","54.984863","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1589","1","0","1","1"
"4581","3644","Культурный","Омская область","Жилой дом","Основная","73.389709","54.981433","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1634","1","0","1","1"
"4590","3653","Культурный","Омская область","Жилой дом","Основная","73.390248","54.98149","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1660","1","0","1","1"
"4625","3688","Культурный","Омская область","Здание института усовершенствования учителей","Основная","73.379387","54.985974","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","808","1","0","1","1"
"4920","3983","Культурный","Омская область","Памятник В.И. Ленину","Основная","71.35276872","55.563971","0","0","0","1","0.4","0.4","Региональные","Региональные","Тюменская область","Ишим","132194","0","0","1","1"
"4956","4019","Культурный","Омская область","Магазин","Основная","72.192766","55.875834","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","123598","0","0","1","1"
"4959","4022","Культурный","Омская область","Дом жилой М.Бубенова","Основная","73.382028","54.981107","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1274","1","0","1","1"
"4997","4060","Культурный","Омская область","Городской торговый корпус. Здесь проходил I губернский съезд РКСМ","Основная","73.372479","54.988443","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","291","1","0","1","1"
"5012","4075","Культурный","Омская область","Здание первой избы-читальни, открытой в 1926 г.","Основная","71.762464","54.363969","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","124798","0","0","1","1"
"5132","4195","Культурный","Омская область","Дом доходный Н.А.Гутермахера и Лермана","Основная","73.3910948","54.98423404","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1571","1","0","1","1"
"5213","4276","Культурный","Омская область","Дом доходный В.И.Зайцева","Основная","73.374509","54.990437","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","421","1","0","1","1"
"5233","4296","Культурный","Омская область","Особняк","Основная","73.389484","54.97855","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1816","1","0","1","1"
"5278","4341","Культурный","Омская область","Дом Эннса","Основная","73.379324","54.986196","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","793","1","0","1","1"
"5306","4369","Культурный","Омская область","Дом военного ведомства","Основная","73.367107","54.983417","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","663","1","0","1","1"
"5338","4401","Культурный","Омская область","Жилой дом","Основная","73.378102","54.994889","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","884","1","0","1","1"
"5362","4425","Культурный","Омская область","Здание бывшего пограничного управления","Основная","73.362112","54.992616","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","534","1","0","1","1"
"5380","4443","Культурный","Омская область","Здание","Основная","73.393419","54.970608","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","2637","1","0","1","1"
"5397","4460","Культурный","Омская область","Жилой дом","Основная","73.391784","54.97483","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","2211","1","0","1","1"
"5400","4463","Культурный","Омская область","Училище Еврейское","Основная","73.388514","54.981469","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1568","1","0","1","1"
"5413","4476","Культурный","Омская область","Здание станции скорой помощи Центрального района","Основная","73.375758","54.993789","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","692","1","0","1","1"
"5473","4536","Культурный","Омская область","Памятник В.И. Ленину","Основная","75.07172352","54.84061224","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","110490","1","0","1","1"
"5476","4539","Культурный","Омская область","Обелиск землякам, погибшим на фронтах Великой Отечественной войны","Основная","74.364938","55.372038","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","76465","1","0","1","1"
"5680","4743","Культурный","Омская область","Дворец культуры ОМПО им. П.М.Баранова","Основная","73.41330354","54.95979235","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","4377","1","1","1","1"
"5768","4831","Культурный","Омская область","Дом ямщика","Основная","72.188661","55.870824","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","123313","0","0","1","1"
"5778","4841","Культурный","Омская область","Жилой дом","Основная","73.390823","54.981789","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1674","1","0","1","1"
"5798","4861","Культурный","Омская область","Жилой дом","Основная","73.383573","54.977697","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1627","1","0","1","1"
"5804","4867","Культурный","Омская область","Здание Центрального райотдела","Основная","73.379504","54.986867","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","774","1","0","1","1"
"5811","4874","Культурный","Омская область","Больница городская","Основная","73.37772571","54.99533566","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","903","1","0","1","1"
"5828","4891","Культурный","Омская область","Здание","Основная","73.370512","54.992751","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","407","1","0","1","1"
"5831","4894","Культурный","Омская область","Дом жилой","Основная","73.378938","54.974401","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1799","1","0","1","1"
"5895","4958","Культурный","Омская область","Обелиск землякам, погибшим в годы Великой Отечественной войны 1941-1945 г.","Основная","71.93569709","54.93956436","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","91919","1","1","1","1"
"5961","5024","Культурный","Омская область","Дом жилой Е.И.Новоселова (Мануйлова)","Основная","72.185346","55.872556","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","123593","0","0","1","1"
"5970","5033","Культурный","Омская область","Дом жилой Л.Г.Айзина","Основная","73.373503","55.006167","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1903","1","0","1","1"
"5977","5040","Культурный","Омская область","Здание конторы акционерного общества с/х машин ""Гельферих-Саде""","Основная","73.368859","54.991583","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","253","1","0","1","1"
"5994","5057","Культурный","Омская область","Дом жилой И.И.Лонщакова","Основная","73.378318","54.995085","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","909","1","0","1","1"
"5998","5061","Культурный","Омская область","Жилой дом","Основная","73.391703","54.981598","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1733","1","0","1","1"
"6009","5072","Культурный","Омская область","Клуб биофабрики","Основная","73.45073863","54.99010935","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","5283","1","1","1","1"
"6046","5109","Культурный","Омская область","Здание больницы","Основная","73.350093","55.004964","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","2090","1","0","1","1"
"6065","5128","Культурный","Омская область","Жилой дом","Основная","73.391703","54.981598","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1733","1","0","1","1"
"6100","5163","Культурный","Омская область","Дом жилой купца А.И.Тарасова","Основная","72.190386","55.872334","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","123380","0","0","1","1"
"6136","5199","Культурный","Омская область","Дом жилой","Основная","73.384597","54.985297","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1141","1","0","1","1"
"6140","5203","Культурный","Омская область","Жилой дом","Основная","73.390553","54.980208","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1755","1","0","1","1"
"6153","5216","Культурный","Омская область","Здание бывшего Кадышевского почтово-телеграфного отделения","Основная","73.36841","54.99368","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","483","1","0","1","1"
"6163","5226","Культурный","Омская область","Дом, в котором жил  А.Ф.Палашенков, известный омский краевед","Основная","73.391254","54.98025","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1789","1","0","1","1"
"6186","5249","Культурный","Омская область","Особняк купцов Обуховых","Основная","75.23198627","56.37387599","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","193652","0","0","1","1"
"6193","5256","Культурный","Омская область","Дом врача А.И.Лейбовича","Основная","73.389475","54.982564","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1556","1","0","1","1"
"6216","5279","Культурный","Омская область","Здание бывшей конторы акционерного общества с/х машин","Основная","73.368868","54.992126","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","313","1","0","1","1"
"6217","5280","Культурный","Омская область","Здание водоподъемной станции","Основная","73.380276","54.969698","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","2319","1","0","1","1"
"6232","5295","Культурный","Омская область","Жилой дом","Основная","73.389529","54.981402","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1626","1","0","1","1"
"6300","5363","Культурный","Омская область","Обелиск в память земляков, погибших в годы Великой Отечественной войны 1941-1945 гг","Основная","71.34968954","55.565187","0","0","0","1","0.4","0.4","Региональные","Региональные","Тюменская область","Ишим","131959","0","0","1","1"
"6314","5377","Культурный","Омская область","Памятник Петру Сергеевичу Комиссарову - первому сибирскому садоводу","Основная","73.60322","54.765597","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","29119","1","0","1","1"
"6351","5414","Культурный","Омская область","Особняк","Основная","73.377519","54.975233","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1680","1","0","1","1"
"6352","5415","Культурный","Омская область","Дом Хлебникова А.И.","Основная","73.386942","54.981366","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1492","1","0","1","1"
"6368","5431","Культурный","Омская область","Дом жилой Л.П.Голуба","Основная","73.392736","54.983603","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1695","1","0","1","1"
"6376","5439","Культурный","Омская область","Жилой дом","Основная","73.392583","54.97825","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1990","1","0","1","1"
"6387","5450","Культурный","Омская область","Особняк","Основная","73.393482","54.977537","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","2084","1","0","1","1"
"6435","5498","Культурный","Омская область","Фельдшерская школа","Основная","73.372479","54.988443","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","291","1","0","1","1"
"6445","5508","Культурный","Омская область","Дом, в котором жил авиаконструктор А.Н.Туполев","Основная","73.383483","54.97114","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","2250","1","0","1","1"
"6453","5516","Культурный","Омская область","Особняк","Основная","73.387086","54.986","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1264","1","0","1","1"
"6459","5522","Культурный","Омская область","Покровская церковь","Основная","74.60956089","55.07784151","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","79981","1","0","1","1"
"6470","5533","Культурный","Омская область","Особняк","Основная","73.389897","54.978565","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1835","1","0","1","1"
"6473","5536","Культурный","Омская область","Особняк","Основная","73.387086","54.986","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1264","1","0","1","1"
"6571","5634","Культурный","Омская область","Жилой дом","Основная","73.391218","54.978653","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1893","1","0","1","1"
"6592","5655","Культурный","Омская область","Обелиск землякам, погибшим в годы Великой Отечественной войны 1941-1945 гг.","Основная","75.30087988","56.94912809","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","249330","0","0","1","1"
"6602","5665","Культурный","Омская область","Жилой  дом","Основная","73.390939","54.978622","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1882","1","0","1","1"
"6619","5682","Культурный","Омская область","Дом доходный","Основная","73.376297","54.994429","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","767","1","0","1","1"
"6650","5713","Культурный","Омская область","Жилой особняк","Основная","73.373566","54.993975","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","619","1","0","1","1"
"6679","5742","Культурный","Омская область","Дом жилой служащих казначейства","Основная","72.196764","55.873137","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","123208","0","0","1","1"
"6708","5771","Культурный","Омская область","Жилой дом","Основная","73.391101","54.981515","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1705","1","0","1","1"
"6710","5773","Культурный","Омская область","Особняк","Основная","73.389475","54.981076","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1643","1","0","1","1"
"6711","5774","Культурный","Омская область","Дом заводчика Куликова","Основная","73.398665","54.984744","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","2016","1","0","1","1"
"6727","5790","Культурный","Омская область","Особняк","Основная","73.353075","54.995725","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1202","1","0","1","1"
"6755","5818","Культурный","Омская область","Доходный дом в стиле модерн","Основная","73.379315","54.987141","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","752","1","0","1","1"
"6804","5867","Культурный","Омская область","Дом купца Хабарова","Основная","73.355474","54.999594","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1403","1","0","1","1"
"6811","5874","Культурный","Омская область","Здание управления земледелия и государственных имуществ Акмолинской и Семипалатинской областей","Основная","73.365041","54.992518","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","408","1","0","1","1"
"6827","5890","Культурный","Омская область","Жилой дом","Основная","73.393374","54.990091","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1613","1","0","1","1"
"6872","5935","Культурный","Омская область","Особняк","Основная","73.394605","54.979149","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","2035","1","0","1","1"
"6879","5942","Культурный","Омская область","Здание редакции Омского книжного издательства","Основная","73.360424","54.990643","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","519","1","0","1","1"
"6881","5944","Культурный","Омская область","Братская могила, в которой захоронены 75 партизан, погибших  в боях под Унарами в июне 1919 года","Основная","74.89978888","57.05217016","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","248730","0","0","1","1"
"6922","5985","Культурный","Омская область","Контора завода Поклевского-Козелл","Основная","73.343275","55.004298","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","2306","1","0","1","1"
"6929","5992","Культурный","Омская область","Здание","Основная","73.376144","54.980642","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1094","1","0","1","1"
"6943","6006","Культурный","Омская область","Особняк купеческий","Основная","73.390661","54.977222","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1971","1","0","1","1"
"6970","6033","Культурный","Омская область","Дом, в котором жил организатор партизанского движения на севере Омской области Артём Иванович  Избышев","Основная","75.294568","56.951518","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","249371","0","0","1","1"
"6973","6036","Культурный","Омская область","Магазин кондитерский Иордана","Основная","73.363936","55.001416","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1372","1","0","1","1"
"6995","6058","Культурный","Омская область","Обелиск партизанам, погибшим в годы Гражданской войны","Основная","76.15512383","56.92104124","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","","0","0","0","0"
"7038","6101","Культурный","Омская область","Бывшее здание Шкроевской церкви","Основная","73.39623","54.991568","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1810","1","0","1","1"
"7060","6123","Культурный","Омская область","Здание амбулатории переселенческого врачебного участка, основанного в 1908 г.","Основная","71.767522","54.364928","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","124467","0","0","1","1"
"7092","6155","Культурный","Омская область","Здание бывшей частной городской школы","Основная","73.366451","54.997471","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","912","1","0","1","1"
"7166","6229","Культурный","Омская область","Место расстрела партизан колчаковцами у с. Рагозино","Основная","75.992613","56.932968","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","","0","0","0","0"
"7168","6231","Культурный","Омская область","Архиерейский дом (перестроен); НКВД по Омской области","Основная","73.366891","54.98900585","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","92","1","0","1","1"
"7282","6345","Культурный","Омская область","Дом жилой С.М.Иванова","Основная","73.365382","54.996108","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","775","1","0","1","1"
"7286","6349","Культурный","Омская область","Здание управления ""Омскхлебпром""","Основная","73.378884","54.971662","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","2083","1","0","1","1"
"7292","6355","Культурный","Омская область","Гостиница ""Россия""","Основная","73.366891","54.988975","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","94","1","0","1","1"
"7295","6358","Культурный","Омская область","Старый корпус ТЭЦ-I","Основная","73.370763","54.982802","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","746","1","0","1","1"
"7347","6410","Культурный","Омская область","Жилой дом А.М.Панова","Основная","73.395997","54.978415","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","2155","1","0","1","1"
"7353","6416","Культурный","Омская область","Особняк","Основная","73.388774","54.96866","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","2652","1","0","1","1"
"7356","6419","Культурный","Омская область","Дом Шкроева","Основная","73.392664","54.989992","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1567","1","0","1","1"
"7362","6425","Культурный","Омская область","Дом жилой при казенном винном складе","Основная","73.35719","54.995028","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","948","1","0","1","1"
"7372","6435","Культурный","Омская область","Жилой дом","Основная","73.390939","54.978281","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1906","1","0","1","1"
"7375","6438","Культурный","Омская область","Жилой дом","Основная","73.391703","54.981598","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1733","1","0","1","1"
"7393","6456","Культурный","Омская область","Здание бывшего управления заведений Акмолинского переселенческого района","Основная","73.365625","54.999898","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1187","1","0","1","1"
"7396","6459","Культурный","Омская область","Здание финансового управления облисполкома","Основная","73.353345","54.998313","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1379","1","0","1","1"
"7399","6462","Культурный","Омская область","Дом жилой М.А.Шаниной","Основная","73.408618","54.944849","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","5588","1","1","1","1"
"7404","6467","Культурный","Омская область","Особняк","Основная","73.360981","54.990716","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","487","1","0","1","1"
"7408","6471","Культурный","Омская область","Особняк","Основная","73.356516","54.992322","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","819","1","0","1","1"
"7456","6519","Культурный","Омская область","Дом жилой","Основная","73.37563754","54.98036756","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1106","1","0","1","1"
"7486","6549","Культурный","Омская область","Особняк купца Вольфа","Основная","71.51357146","56.01076101","0","0","0","1","0.4","0.4","Региональные","Региональные","Тюменская область/Омская область","Ишим/Омск","127185","0","0","1","1"
"7502","6565","Культурный","Омская область","Памятник В.И. Ленину","Основная","74.58149253","55.05202068","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","77915","1","1","1","1"
"7515","6578","Культурный","Омская область","Магазин купца П.А.Бокарева","Основная","72.193871","55.873198","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","123323","0","0","1","1"
"7531","6594","Культурный","Омская область","Жилой дом","Основная","73.390885","54.980198","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1773","1","0","1","1"
"7614","6677","Культурный","Омская область","Памятник землякам, погибшим в годы Великой Отечественной войны 1941-1945 гг.","Основная","72.195461","55.870258","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","123003","0","0","1","1"
"7645","6708","Культурный","Омская область","Жилой дом","Основная","73.391442","54.978984","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1882","1","0","1","1"
"7651","6714","Культурный","Омская область","Тюрьма","Основная","72.193278","55.865515","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","122669","0","0","1","1"
"7676","6739","Культурный","Омская область","Здание бывшей контрольной палаты","Основная","73.362364","54.990416","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","393","1","0","1","1"
"7679","6742","Культурный","Омская область","Тюремная больница","Основная","72.193278","55.865515","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","122669","0","0","1","1"
"7684","6747","Культурный","Омская область","Тюремный замок","Основная","72.193278","55.865515","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","122669","0","0","1","1"
"7686","6749","Культурный","Омская область","Особняк","Основная","73.377375","54.975848","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1613","1","0","1","1"
"7764","6827","Культурный","Омская область","Братская могила 17 крестьян, расстрелянных 21 августа 1919 года карателями","Основная","71.05742757","55.48985566","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","","0","0","1","0"
"7775","6838","Культурный","Омская область","Здание управления связи","Основная","73.372317","54.995596","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","744","1","0","1","1"
"7809","6872","Культурный","Омская область","Братская могила советских активистов, расстрелянных колчаковцами в 1920 г.","Основная","75.57182088","56.45930221","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","","0","0","1","1"
"7812","6875","Культурный","Омская область","Дом Я.С.Долженко, в котором размещалось  9-е мужское училище","Основная","73.368841","54.992405","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","343","1","0","1","1"
"7833","6896","Культурный","Омская область","Жилой дом","Основная","73.390939","54.978281","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1906","1","0","1","1"
"7853","6916","Культурный","Омская область","Жилой  дом","Основная","73.391469","54.978669","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1905","1","0","1","1"
"7856","6919","Культурный","Омская область","Жилой дом","Основная","73.390167","54.978875","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1826","1","0","1","1"
"7859","6922","Культурный","Омская область","Жилой дом","Основная","73.391362","54.978297","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1926","1","0","1","1"
"7936","6999","Культурный","Омская область","Дом жилой Г.В.Егорова","Основная","73.378138","54.988071","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","651","1","0","1","1"
"7950","7013","Культурный","Омская область","Прачечная","Основная","72.193278","55.865515","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","122669","0","0","1","1"
"7969","7032","Культурный","Омская область","Здание бывшего городского 4-классного начального училища","Основная","73.396401","54.985891","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1845","1","0","1","1"
"7983","7046","Культурный","Омская область","Педагогический институт","Основная","73.374051","54.983959","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","706","1","0","1","1"
