"g_id","uid","вид.туризма","регион","название.объекта","источник.данных","POINT_X","POINT_Y","классификация.по.упоминаемости.в.соц.сетях","классификация.по.кол.ву.комментариев.в.соц.сетях","классификация.по.кол.ву.фотографий.рядом.с.точками.притяжения","классификация.по.исходным.данным","общая.классификация","индекс","финальный.уровень.обьекта","финальная.значимость","регион.входа","точка.входа","расстояние.до.ближайшей.точки.входа","попадание.в.зону.2х.часовой.доступности.авто","попадание.в.зону.2х.часовой.доступности.жд","обеспеченность.ТП.мобильной.связью","обеспеченность.ТП.мобильным.интернетом"
"51898","50961","Культурный","Омская область","Чекрушанская пашня - первое русское пашенное поле на территории Омского Прииртышья, распаханное в 1599 году","Основная","74.270165","56.916935","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","221887","0","0","1","1"
"51904","50967","Культурный","Омская область","Могила Героя Социалистического Труда токаря  Василия Васильевича Назарова","Основная","73.385918","55.032887","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","4978","1","0","1","1"
"51925","50988","Культурный","Омская область","Дом, где в 1917-19 годах размещался волостной Совет крестьянских депутатов","Основная","73.011069","55.204608","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","33078","1","0","1","1"
"51972","51035","Культурный","Омская область","Ров и вал Николаевской крепости, основанной  в XVIII веке","Основная","71.621384","55.028326","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","111843","1","0","1","1"
"51992","51055","Культурный","Омская область","Ветряная мельница - ХIХ век","Основная","72.312808","55.346317","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","78120","1","0","1","1"
"51994","51057","Культурный","Омская область","Степной редут, основанный в XVIII веке","Основная","72.826986","55.033063","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","34966","1","0","1","1"
"51999","51062","Культурный","Омская область","Могила основателя Омского русского народного хора  Елены Владимировны Калугиной","Основная","73.385918","55.032887","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","4978","1","0","1","1"
"52017","51080","Культурный","Омская область","Могила  заслуженного артиста РСФСР  Владимира Ефимовича Володина","Основная","73.385918","55.032887","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","4978","1","0","1","1"
"52057","51120","Культурный","Омская область","Особняк ","Основная","73.385774","54.98088","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","1467","1","0","1","1"
"52063","51126","Культурный","Омская область","Могила  ученого почвоведа, члена-корреспондента ВАСХНИЛ Константина Павловича Горшенина","Основная","73.385918","55.032887","0","0","0","1","0.4","0.4","Региональные","Региональные","Омская область","Омск","4978","1","0","1","1"
